a2cloud_score,Cost(per hour USD),Instance,cluster
8.07428887,0.09,Lin.M,0
1.0,0.0752,t3a.large,1
9.574855969,0.1184,N1M2,0
10.0,0.0709,N1cc,0
6.604378927999999,0.1,m4.large,2
5.730860941,0.085,F2s,2
5.175395785,0.1,c4.large,3
5.849239272,0.0464,t2.medium,2
5.620619616,0.0464,t2.medium,2
5.1826373210000005,0.0928,t2.large,3
4.7849520089999995,0.085,c5.large,3
5.907986381000001,0.085,F2s,2
8.216853418,0.0709,N1cc,0
8.583222832,0.09,Lin.M,0
8.658331557999999,0.133,r4.large,0
5.955299781,0.0188,t3a.small,2
5.117735095,0.085,c5.large,3
5.875560866,0.0208,t3.small,2
3.726141911,0.085,c5.large,3
9.038883611000001,0.095,N1s2,0
5.958299571,0.0208,t3.small,2
1.779286759,0.0928,t2.large,1
9.038401402,0.0832,B2ms,0
5.508524548,0.095,N1s2,3
1.845338167,0.015,Lin.G,1
1.5650419009999998,0.1,c4.large,1
1.690335421,0.085,F2s,1
1.656208121,0.0709,N1cc,1
2.075739165,0.045,Lin.C,1
1.72980663,0.133,r4.large,1
3.5045178,0.126,E2s,3
1.033746501,0.1184,N1M2,1
2.33243659,0.09,Lin.M,1
1.0,0.085,c5.large,1
1.560080378,0.1,m4.large,1
2.685426037,0.0464,t2.medium,1
10.0,0.023,t2.small,0
1.836081155,0.0752,t3a.large,1
1.902415014,0.0376,t3a.medium,1
1.9640063580000002,0.0188,t3a.small,1
1.183192607,0.0208,t3.small,1
3.076447238,0.0928,t2.large,1
9.66489093,0.0832,B2ms,0
6.497144083999999,0.095,N1s2,2
3.2474609830000003,0.015,Lin.G,1
1.0,0.1,c4.large,1
3.103549398,0.085,F2s,1
3.133766497,0.0709,N1cc,1
3.4712465580000003,0.045,Lin.C,3
3.1817946480000003,0.133,r4.large,1
4.325150553,0.126,E2s,3
2.659697886,0.1184,N1M2,1
3.649722087,0.09,Lin.M,3
2.34129306,0.085,c5.large,1
3.573166627,0.1,m4.large,3
3.214890355,0.0464,t2.medium,1
10.0,0.023,t2.small,0
3.179370642,0.0752,t3a.large,1
3.277306088,0.0376,t3a.medium,1
3.346108142,0.0188,t3a.small,3
2.47685644,0.0208,t3.small,1
1.88315986,0.0928,t2.large,1
8.71994323,0.0832,B2ms,0
5.37036039,0.095,N1s2,3
1.86802579,0.015,Lin.G,1
1.58433245,0.1,c4.large,1
1.72429001,0.085,F2s,1
1.64953615,0.0709,N1cc,1
2.07480543,0.045,Lin.C,1
1.73192407,0.133,r4.large,1
3.72886123,0.126,E2s,3
1.0,0.1184,N1M2,1
2.35452459,0.09,Lin.M,1
1.16861663,0.085,c5.large,1
1.19225817,0.1,m4.large,1
3.21288465,0.0464,t2.medium,1
10.0,0.023,t2.small,0
1.90087291,0.0752,t3a.large,1
1.93707319,0.0376,t3a.medium,1
1.98609717,0.0188,t3a.small,1
1.36253267,0.0208,t3.small,1
