a2cloud_score,Cost(per hour USD),Instance
1.881595644,0.0208,t3.small
3.99713769,0.0928,t2.large
5.233964733,0.0832,B2ms
4.842367515,0.095,N1s2
6.352415231,0.015,Lin.G
2.470119153,0.1,c4.large
4.708843326,0.085,F2s
4.488619144,0.0709,N1cc
7.164399696,0.045,Lin.C
3.590888598,0.133,r4.large
3.759987843,0.126,E2s
4.792743135,0.1184,N1M2
7.43037915,0.09,Lin.M
1,0.085,c5.large
3.879221418,0.1,m4.large
4.122174868,0.0464,t2.medium
4.128537432,0.023,t2.small
1.110854578,0.0752,t3a.large
3.788980792,0.0376,t3a.medium
10,0.0188,t3a.small
1.920564197,0.0208,t3.small
3.70088608,0.0928,t2.large
4.794754919,0.0832,B2ms
4.208122326,0.095,N1s2
5.551681658,0.015,Lin.G
2.40959223,0.1,c4.large
4.376804317,0.085,F2s
3.918904955,0.0709,N1cc
6.286042946,0.045,Lin.C
3.111420851,0.133,r4.large
3.441144875,0.126,E2s
4.195702136,0.1184,N1M2
6.587812781,0.09,Lin.M
1,0.085,c5.large
3.468137018,0.1,m4.large
3.782389531,0.0464,t2.medium
3.817378135,0.023,t2.small
1.346421878,0.0752,t3a.large
4.032096964,0.0376,t3a.medium
10,0.0188,t3a.small
1.838409153,0.0208,t3.small
3.700503087,0.0928,t2.large
4.796442236,0.0832,B2ms
4.20943673,0.095,N1s2
5.553125471,0.015,Lin.G
2.410450774,0.1,c4.large
4.378971055,0.085,F2s
3.920970716,0.0709,N1cc
6.287519235,0.045,Lin.C
3.112334374,0.133,r4.large
3.441569139,0.126,E2s
4.19700879,0.1184,N1M2
6.588675832,0.09,Lin.M
1,0.085,c5.large
3.468322472,0.1,m4.large
3.783381952,0.0464,t2.medium
3.819993414,0.023,t2.small
1.344604093,0.0752,t3a.large
4.030479915,0.0376,t3a.medium
10,0.0188,t3a.small
1.839247497,0.0208,t3.small
3.702411098,0.0928,t2.large
4.794507447,0.0832,B2ms
4.210248593,0.095,N1s2
5.554410173,0.015,Lin.G
2.408788331,0.1,c4.large
4.375142924,0.085,F2s
3.919723041,0.0709,N1cc
6.289058919,0.045,Lin.C
3.11307389,0.133,r4.large
3.442293653,0.126,E2s
4.197847514,0.1184,N1M2
6.590561769,0.09,Lin.M
1,0.085,c5.large
3.469746602,0.1,m4.large
3.782211382,0.0464,t2.medium
3.815108736,0.023,t2.small
1.347284797,0.0752,t3a.large
4.031569286,0.0376,t3a.medium
10,0.0188,t3a.small
1.837786135,0.0208,t3.small
3.714913826,0.0928,t2.large
4.731629876,0.0832,B2ms
4.144806234,0.095,N1s2
5.478328346,0.015,Lin.G
2.377629102,0.1,c4.large
4.291841834,0.085,F2s
3.82730652,0.0709,N1cc
6.210493847,0.045,Lin.C
3.068496576,0.133,r4.large
3.423258604,0.126,E2s
4.132862743,0.1184,N1M2
6.540551368,0.09,Lin.M
1,0.085,c5.large
3.4566766,0.1,m4.large
3.742432521,0.0464,t2.medium
3.714980966,0.023,t2.small
1.427519436,0.0752,t3a.large
4.101931103,0.0376,t3a.medium
10,0.0188,t3a.small
1.804631721,0.0208,t3.small
3.83009154,0.0928,t2.large
10,0.0832,B2ms
5.155071082,0.095,N1s2
5.274952099,0.015,Lin.G
3.321310863,0.1,c4.large
5.438682739,0.085,F2s
4.830464352,0.0709,N1cc
6.077264616,0.045,Lin.C
4.64146559,0.133,r4.large
6.269606359,0.126,E2s
5.112996267,0.1184,N1M2
6.37410665,0.09,Lin.M
1,0.085,c5.large
4.831106534,0.1,m4.large
4.834692493,0.0464,t2.medium
4.832517916,0.023,t2.small
1.136311046,0.0752,t3a.large
3.864231965,0.0376,t3a.medium
9.893657999,0.0188,t3a.small
1.870108023,0.0208,t3.small
3.1088589,0.0928,t2.large
10,0.0832,B2ms
4.375391911,0.095,N1s2
3.842801331,0.015,Lin.G
3.130943044,0.1,c4.large
4.719935813,0.085,F2s
4.133184314,0.0709,N1cc
4.448028032,0.045,Lin.C
4.313586935,0.133,r4.large
6.141998298,0.126,E2s
4.336360229,0.1184,N1M2
4.682849147,0.09,Lin.M
1,0.085,c5.large
4.381996707,0.1,m4.large
4.262334182,0.0464,t2.medium
4.263073683,0.023,t2.small
1.098316354,0.0752,t3a.large
3.000228119,0.0376,t3a.medium
7.374829258,0.0188,t3a.small
1.642518062,0.0208,t3.small
3.495504544,0.0928,t2.large
4.705422603,0.0832,B2ms
3.981582786,0.095,N1s2
5.089333747,0.015,Lin.G
2.251680609,0.1,c4.large
4.135353002,0.085,F2s
3.837144064,0.0709,N1cc
5.831263114,0.045,Lin.C
2.857892948,0.133,r4.large
3.440926171,0.126,E2s
4.000258905,0.1184,N1M2
6.306784462,0.09,Lin.M
1,0.085,c5.large
3.200764631,0.1,m4.large
3.502047601,0.0464,t2.medium
3.492565212,0.023,t2.small
1.519127278,0.0752,t3a.large
4.189009266,0.0376,t3a.medium
10,0.0188,t3a.small
1.839898647,0.0208,t3.small
3.694529545,0.0928,t2.large
5.077224451,0.0832,B2ms
4.472916788,0.095,N1s2
5.629995593,0.015,Lin.G
2.322729748,0.1,c4.large
4.439458532,0.085,F2s
4.309592499,0.0709,N1cc
6.410438276,0.045,Lin.C
3.232084758,0.133,r4.large
3.708323334,0.126,E2s
4.476295287,0.1184,N1M2
6.94003229,0.09,Lin.M
1,0.085,c5.large
3.51643817,0.1,m4.large
3.787387582,0.0464,t2.medium
3.802374768,0.023,t2.small
1.412958738,0.0752,t3a.large
3.955308782,0.0376,t3a.medium
10,0.0188,t3a.small
1.915600282,0.0208,t3.small
3.73314274,0.0928,t2.large
5.183688255,0.0832,B2ms
4.754126499,0.095,N1s2
5.92643693,0.015,Lin.G
2.346203624,0.1,c4.large
4.533938139,0.085,F2s
4.608402518,0.0709,N1cc
6.701248542,0.045,Lin.C
3.440194868,0.133,r4.large
3.834526485,0.126,E2s
4.764930081,0.1184,N1M2
7.206139445,0.09,Lin.M
1,0.085,c5.large
3.640615495,0.1,m4.large
3.873469675,0.0464,t2.medium
3.916933449,0.023,t2.small
1.243449728,0.0752,t3a.large
3.811011162,0.0376,t3a.medium
10,0.0188,t3a.small
1.953421011,0.0208,t3.small
3.481584599,0.0928,t2.large
4.772594928,0.0832,B2ms
4.133136068,0.095,N1s2
5.235944306,0.015,Lin.G
2.292904273,0.1,c4.large
4.232759497,0.085,F2s
4.025106468,0.0709,N1cc
5.970821247,0.045,Lin.C
2.972400752,0.133,r4.large
3.498224819,0.126,E2s
4.167991194,0.1184,N1M2
6.422070883,0.09,Lin.M
1,0.085,c5.large
3.243168686,0.1,m4.large
3.557086148,0.0464,t2.medium
3.616140941,0.023,t2.small
1.438753384,0.0752,t3a.large
4.054028666,0.0376,t3a.medium
10,0.0188,t3a.small
1.880065079,0.0208,t3.small
3.481270852,0.0928,t2.large
4.774295363,0.0832,B2ms
4.134802036,0.095,N1s2
5.23730977,0.015,Lin.G
2.293772301,0.1,c4.large
4.234913341,0.085,F2s
4.02765617,0.0709,N1cc
5.972060031,0.045,Lin.C
2.973671374,0.133,r4.large
3.499001647,0.126,E2s
4.169746252,0.1184,N1M2
6.423115521,0.09,Lin.M
1,0.085,c5.large
3.24353513,0.1,m4.large
3.558182867,0.0464,t2.medium
3.618790929,0.023,t2.small
1.437128467,0.0752,t3a.large
4.052503395,0.0376,t3a.medium
10,0.0188,t3a.small
1.880840646,0.0208,t3.small
3.482656309,0.0928,t2.large
4.77239088,0.0832,B2ms
4.1351208,0.095,N1s2
5.238433885,0.015,Lin.G
2.292225813,0.1,c4.large
4.231235307,0.085,F2s
4.025901932,0.0709,N1cc
5.973514248,0.045,Lin.C
2.973973338,0.133,r4.large
3.499343747,0.126,E2s
4.17009815,0.1184,N1M2
6.424717389,0.09,Lin.M
1,0.085,c5.large
3.244740196,0.1,m4.large
3.556979383,0.0464,t2.medium
3.614143001,0.023,t2.small
1.439638066,0.0752,t3a.large
4.053486255,0.0376,t3a.medium
10,0.0188,t3a.small
1.879503287,0.0208,t3.small
3.491460312,0.0928,t2.large
4.707833045,0.0832,B2ms
4.054735183,0.095,N1s2
5.166515213,0.015,Lin.G
2.259904974,0.1,c4.large
4.147338133,0.085,F2s
3.912119307,0.0709,N1cc
5.906716526,0.045,Lin.C
2.913758638,0.133,r4.large
3.464419886,0.126,E2s
4.085861172,0.1184,N1M2
6.367007294,0.09,Lin.M
1,0.085,c5.large
3.223549739,0.1,m4.large
3.511973016,0.0464,t2.medium
3.510696559,0.023,t2.small
1.511264233,0.0752,t3a.large
4.11948227,0.0376,t3a.medium
10,0.0188,t3a.small
1.848631481,0.0208,t3.small
3.643049445,0.0928,t2.large
9.630042042,0.0832,B2ms
5.231535474,0.095,N1s2
5.003464065,0.015,Lin.G
3.147109604,0.1,c4.large
5.248729439,0.085,F2s
5.111369725,0.0709,N1cc
5.785015314,0.045,Lin.C
4.428348241,0.133,r4.large
6.180520401,0.126,E2s
5.245099634,0.1184,N1M2
6.300823879,0.09,Lin.M
1,0.085,c5.large
4.544812653,0.1,m4.large
4.562301609,0.0464,t2.medium
4.595630246,0.023,t2.small
1.259246489,0.0752,t3a.large
3.923371839,0.0376,t3a.medium
10,0.0188,t3a.small
1.919380287,0.0208,t3.small
3.054319432,0.0928,t2.large
10,0.0832,B2ms
4.670562673,0.095,N1s2
3.803026141,0.015,Lin.G
3.07537954,0.1,c4.large
4.733313615,0.085,F2s
4.576072897,0.0709,N1cc
4.422087547,0.045,Lin.C
4.274689882,0.133,r4.large
6.251051401,0.126,E2s
4.67777203,0.1184,N1M2
4.850413287,0.09,Lin.M
1,0.085,c5.large
4.298887646,0.1,m4.large
4.191026858,0.0464,t2.medium
4.219087277,0.023,t2.small
1.203310735,0.0752,t3a.large
3.152671839,0.0376,t3a.medium
7.819398799,0.0188,t3a.small
1.713492429,0.0208,t3.small
