a2cloud_score,Cost(per hour USD),Instance
4.914447331,0.1,c4.large
5.758564717,0.085,F2s
10,0.0709,N1cc
9.118077009,0.045,Lin.C
8.411271482,0.133,r4.large
6.698470007,0.126,E2s
9.686964587,0.1184,N1M2
8.436739488,0.09,Lin.M
4.777030396,0.085,c5.large
6.607189065,0.1,m4.large
5.751957045,0.0464,t2.medium
6.351991921,0.023,t2.small
1,0.0752,t3a.large
1.171216005,0.0376,t3a.medium
2.406473306,0.0188,t3a.small
5.298768562,0.0208,t3.small
4.790831899,0.0928,t2.large
5.893250703,0.0832,B2ms
9.553884897,0.095,N1s2
9.504520395,0.015,Lin.G
4.898345154,0.1,c4.large
5.734278827,0.085,F2s
10,0.0709,N1cc
9.148270826,0.045,Lin.C
8.405584803,0.133,r4.large
6.660780756,0.126,E2s
9.692156577,0.1184,N1M2
8.463571181,0.09,Lin.M
4.784952009,0.085,c5.large
6.60033302,0.1,m4.large
5.738000435,0.0464,t2.medium
6.328425102,0.023,t2.small
1,0.0752,t3a.large
1.16608687,0.0376,t3a.medium
2.388661518,0.0188,t3a.small
5.302230884,0.0208,t3.small
4.792059624,0.0928,t2.large
5.879877519,0.0832,B2ms
9.554711784,0.095,N1s2
9.509586537,0.015,Lin.G
4.895820993,0.1,c4.large
5.730860941,0.085,F2s
10,0.0709,N1cc
9.153162438,0.045,Lin.C
8.404648702,0.133,r4.large
6.655222954,0.126,E2s
9.693022032,0.1184,N1M2
8.468075336,0.09,Lin.M
4.785733471,0.085,c5.large
6.599310895,0.1,m4.large
5.735998167,0.0464,t2.medium
6.324980307,0.023,t2.small
1,0.0752,t3a.large
1.165429425,0.0376,t3a.medium
2.387244745,0.0188,t3a.small
5.302492779,0.0208,t3.small
4.620955797,0.0928,t2.large
7.805149574,0.0832,B2ms
9.440579978,0.095,N1s2
8.801770268,0.015,Lin.G
5.248361926,0.1,c4.large
6.229267318,0.085,F2s
10,0.0709,N1cc
8.479481554,0.045,Lin.C
8.532711614,0.133,r4.large
7.449893742,0.126,E2s
9.574855969,0.1184,N1M2
7.856111201,0.09,Lin.M
4.652183292,0.085,c5.large
6.745011525,0.1,m4.large
6.025807954,0.0464,t2.medium
6.819435998,0.023,t2.small
1,0.0752,t3a.large
1.267169486,0.0376,t3a.medium
2.661539295,0.0188,t3a.small
5.25116774,0.0208,t3.small
4.659044624,0.0928,t2.large
7.306658699,0.0832,B2ms
9.463509994,0.095,N1s2
8.956885236,0.015,Lin.G
5.172082144,0.1,c4.large
6.092450134,0.085,F2s
10,0.0709,N1cc
8.613841459,0.045,Lin.C
8.508217946,0.133,r4.large
7.251651316,0.126,E2s
9.596551507,0.1184,N1M2
7.966745869,0.09,Lin.M
4.715556937,0.085,c5.large
6.709608391,0.1,m4.large
5.949336951,0.0464,t2.medium
6.693804331,0.023,t2.small
1,0.0752,t3a.large
1.235069428,0.0376,t3a.medium
2.500633227,0.0188,t3a.small
5.283368334,0.0208,t3.small
4.77519992,0.0928,t2.large
6.059605554,0.0832,B2ms
9.543122282,0.095,N1s2
9.439528682,0.015,Lin.G
4.930847349,0.1,c4.large
5.776285574,0.085,F2s
10,0.0709,N1cc
9.084606684,0.045,Lin.C
8.417829762,0.133,r4.large
6.73046717,0.126,E2s
9.680735611,0.1184,N1M2
8.404185351,0.09,Lin.M
4.77733014,0.085,c5.large
6.613237771,0.1,m4.large
5.762845636,0.0464,t2.medium
6.371473955,0.023,t2.small
1,0.0752,t3a.large
1.174088618,0.0376,t3a.medium
2.400123482,0.0188,t3a.small
5.300368675,0.0208,t3.small
4.744250322,0.0928,t2.large
6.745366762,0.0832,B2ms
9.41932706,0.095,N1s2
9.184539986,0.015,Lin.G
5.124287978,0.1,c4.large
6.219293436,0.085,F2s
10,0.0709,N1cc
8.873276725,0.045,Lin.C
8.343592191,0.133,r4.large
6.89907532,0.126,E2s
9.543776969,0.1184,N1M2
8.265827775,0.09,Lin.M
4.702400593,0.085,c5.large
6.5835322,0.1,m4.large
5.971459275,0.0464,t2.medium
6.819740963,0.023,t2.small
1,0.0752,t3a.large
1.35396079,0.0376,t3a.medium
2.892018729,0.0188,t3a.small
5.350901678,0.0208,t3.small
4.802561643,0.0928,t2.large
6.551701047,0.0832,B2ms
9.526059158,0.095,N1s2
9.373014403,0.015,Lin.G
4.98825168,0.1,c4.large
6.000808164,0.085,F2s
10,0.0709,N1cc
9.075131333,0.045,Lin.C
8.402175398,0.133,r4.large
6.888734448,0.126,E2s
9.653053506,0.1184,N1M2
8.463719656,0.09,Lin.M
4.663396284,0.085,c5.large
6.653342765,0.1,m4.large
5.890350493,0.0464,t2.medium
6.559325353,0.023,t2.small
1,0.0752,t3a.large
1.295006106,0.0376,t3a.medium
2.830649628,0.0188,t3a.small
5.255020825,0.0208,t3.small
4.82229947,0.0928,t2.large
6.377540208,0.0832,B2ms
9.542504485,0.095,N1s2
9.449759433,0.015,Lin.G
4.948113259,0.1,c4.large
5.950316489,0.085,F2s
10,0.0709,N1cc
9.152544871,0.045,Lin.C
8.391813047,0.133,r4.large
6.818207684,0.126,E2s
9.670228478,0.1184,N1M2
8.53792149,0.09,Lin.M
4.666373758,0.085,c5.large
6.643977121,0.1,m4.large
5.862663577,0.0464,t2.medium
6.504700993,0.023,t2.small
1,0.0752,t3a.large
1.285758546,0.0376,t3a.medium
2.825904436,0.0188,t3a.small
5.25069412,0.0208,t3.small
4.825992117,0.0928,t2.large
6.279582914,0.0832,B2ms
9.551105673,0.095,N1s2
9.480864065,0.015,Lin.G
4.92860407,0.1,c4.large
5.909805423,0.085,F2s
10,0.0709,N1cc
9.17863687,0.045,Lin.C
8.392073525,0.133,r4.large
6.7841833,0.126,E2s
9.680200624,0.1184,N1M2
8.55631057,0.09,Lin.M
4.677024816,0.085,c5.large
6.639247092,0.1,m4.large
5.840892597,0.0464,t2.medium
6.46562414,0.023,t2.small
1,0.0752,t3a.large
1.269765043,0.0376,t3a.medium
2.781473937,0.0188,t3a.small
5.251405896,0.0208,t3.small
4.796243769,0.0928,t2.large
5.888705816,0.0832,B2ms
9.560434838,0.095,N1s2
9.532279967,0.015,Lin.G
4.883061662,0.1,c4.large
5.739960666,0.085,F2s
10,0.0709,N1cc
9.187078052,0.045,Lin.C
8.397346685,0.133,r4.large
6.651683508,0.126,E2s
9.700999919,0.1184,N1M2
8.509429837,0.09,Lin.M
4.757761017,0.085,c5.large
6.597594422,0.1,m4.large
5.738282343,0.0464,t2.medium
6.32476015,0.023,t2.small
1,0.0752,t3a.large
1.168738079,0.0376,t3a.medium
2.469611452,0.0188,t3a.small
5.284106962,0.0208,t3.small
