a2cloud_score,Cost(per hour USD),Instance
5.674139415,0.0208,t3.small
4.829289381,0.0928,t2.large
7.078132623,0.0832,B2ms
9.594091492,0.095,N1s2
9.801843497,0.015,Lin.G
5.408916062,0.1,c4.large
6.477682393,0.085,F2s
10,0.0709,N1cc
9.708683408,0.045,Lin.C
8.47187403,0.133,r4.large
6.942217909,0.126,E2s
9.624924995,0.1184,N1M2
8.50267105,0.09,Lin.M
5.092224442,0.085,c5.large
6.780281665,0.1,m4.large
6.166211468,0.0464,t2.medium
6.979645391,0.023,t2.small
1,0.0752,t3a.large
1.382766004,0.0376,t3a.medium
3.01342261,0.0188,t3a.small
5.764271611,0.0208,t3.small
4.893932119,0.0928,t2.large
6.859425516,0.0832,B2ms
9.706057643,0.095,N1s2
10,0.015,Lin.G
5.257812904,0.1,c4.large
6.236285917,0.085,F2s
9.995269974,0.0709,N1cc
9.924866136,0.045,Lin.C
8.53071683,0.133,r4.large
6.925612244,0.126,E2s
9.737115326,0.1184,N1M2
8.705529321,0.09,Lin.M
5.05022729,0.085,c5.large
6.848393959,0.1,m4.large
6.074237772,0.0464,t2.medium
6.688605512,0.023,t2.small
1,0.0752,t3a.large
1.319431747,0.0376,t3a.medium
2.940752015,0.0188,t3a.small
5.658295967,0.0208,t3.small
4.879625949,0.0928,t2.large
6.617121802,0.0832,B2ms
9.646071563,0.095,N1s2
10,0.015,Lin.G
5.175395785,0.1,c4.large
6.133467561,0.085,F2s
9.914448975,0.0709,N1cc
9.927456967,0.045,Lin.C
8.449362035,0.133,r4.large
6.794199845,0.126,E2s
9.677011286,0.1184,N1M2
8.712891358,0.09,Lin.M
5.017095538,0.085,c5.large
6.783432176,0.1,m4.large
5.997263665,0.0464,t2.medium
6.576190148,0.023,t2.small
1,0.0752,t3a.large
1.306757729,0.0376,t3a.medium
2.917102346,0.0188,t3a.small
5.611398344,0.0208,t3.small
4.868522134,0.0928,t2.large
6.491317151,0.0832,B2ms
9.624052454,0.095,N1s2
10,0.015,Lin.G
5.138543445,0.1,c4.large
6.070698127,0.085,F2s
9.881867588,0.0709,N1cc
9.92375426,0.045,Lin.C
8.420593383,0.133,r4.large
6.73555812,0.126,E2s
9.655862491,0.1184,N1M2
8.70334812,0.09,Lin.M
5.014102545,0.085,c5.large
6.755665613,0.1,m4.large
5.953625072,0.0464,t2.medium
6.512125719,0.023,t2.small
1,0.0752,t3a.large
1.288729619,0.0376,t3a.medium
2.864495215,0.0188,t3a.small
5.595642551,0.0208,t3.small
4.807231378,0.0928,t2.large
6.044231732,0.0832,B2ms
9.582484122,0.095,N1s2
10,0.015,Lin.G
5.061367951,0.1,c4.large
5.856942013,0.085,F2s
9.826762978,0.0709,N1cc
9.886209425,0.045,Lin.C
8.371098648,0.133,r4.large
6.555962434,0.126,E2s
9.623711229,0.1184,N1M2
8.605632455,0.09,Lin.M
5.077391761,0.085,c5.large
6.669559294,0.1,m4.large
5.800498226,0.0464,t2.medium
6.319999265,0.023,t2.small
1,0.0752,t3a.large
1.18102924,0.0376,t3a.medium
2.539665069,0.0188,t3a.small
5.605864139,0.0208,t3.small
